#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;1;1;0/0;0/0;0/0;0/0;0/0;0/16;0/0;0/16;0/0;0/1;0/0;0/0;0/0;0/0
2220;0;24;1;1;0/2220;0/1424.72;0/2220;0/2220;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/24;0/0;0/81
2279.79;0;25;1;1;0/2279.79;0/1481.47;0/2279.79;0/2279.79;0/17;0/20;0/17;0/20;0/0;0/1;0/0;0/25;0/0;0/82
2339.96;0;26;1;1;0/2339.96;0/1528.23;0/2339.96;0/2339.96;0/17;0/20;0/17;0/20;0/0;0/1;0/0;0/26;0/0;0/83
2399.75;0;26;1;1;0/2399.75;0/1584.89;0/2399.75;0/2399.75;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/26;0/0;0/83
2459.59;0;27;1;1;0/2459.59;0/1634.97;0/2459.59;0/2459.59;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/27;0/0;0/84
2520;0;28;1;1;0/2520;0/1685.39;0/2520;0/2520;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/28;0/0;0/85
2579.74;0;29;1;1;0/2579.74;0/1735.22;0/2579.74;0/2579.74;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/29;0/0;0/86
2639.67;0;29;1;1;0/2639.67;0/1795.15;0/2639.67;0/2639.67;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/29;0/0;0/86
2699.92;0;30;1;1;0/2699.92;0/1845.81;0/2699.92;0/2699.92;0/17;0/21;0/17;0/23;0/0;0/1;0/0;0/30;0/0;0/87
2759.63;0;31;1;1;0/2759.63;0/1870.55;0/2759.63;0/2759.63;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/31;0/0;0/91
2819.76;0;31;1;1;0/2819.76;0/1897.38;0/2819.76;0/2819.76;0/17;0/18;0/17;0/22;0/0;0/1;0/0;0/31;0/0;0/94
2879.96;0;32;1;1;0/2879.96;0/1925.47;0/2879.96;0/2879.96;0/17;0/18;0/17;0/21;0/0;0/1;0/0;0/32;0/0;0/98
2939.86;0;32;1;1;0/2939.86;0/1929.43;0/2939.86;0/2939.86;0/17;0/18;0/17;0/20;0/0;0/1;0/0;0/32;0/0;0/104
2999.91;0;32;1;1;0/2999.91;0/1932.51;0/2999.91;0/2999.91;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/32;0/0;0/109
3059.96;0;32;1;1;0/3059.96;0/1982.33;0/3059.96;0/3059.96;0/17;0/19;0/17;0/21;0/0;0/1;0/0;0/32;0/0;0/110
3119.99;0;33;1;1;0/3119.99;0/2022.95;0/3119.99;0/3119.99;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/33;0/0;0/112
3179.59;0;34;1;1;0/3179.59;0/2072.74;0/3179.59;0/3179.59;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/34;0/0;0/113
3239.75;0;35;1;1;0/3239.75;0/2123.3;0/3239.75;0/3239.75;0/17;0/22;0/17;0/24;0/0;0/1;0/0;0/35;0/0;0/114
3299.66;0;36;1;1;0/3299.66;0/2163.39;0/3299.66;0/3299.66;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/36;0/0;0/116
3359.63;0;37;1;1;0/3359.63;0/2213.44;0/3359.63;0/3359.63;0/17;0/25;0/17;0/25;0/0;0/1;0/0;0/37;0/0;0/117
3419.61;0;38;1;1;0/3419.61;0/2268.12;0/3419.61;0/3419.61;0/17;0/24;0/17;0/24;0/0;0/1;0/0;0/38;0/0;0/118
3479.65;0;38;1;1;0/3479.65;0/2323.73;0/3479.65;0/3479.65;0/17;0/25;0/17;0/27;0/0;0/1;0/0;0/38;0/0;0/118
3539.87;0;39;1;1;0/3539.87;0/2364.43;0/3539.87;0/3539.87;0/17;0/24;0/17;0/25;0/0;0/1;0/0;0/39;0/0;0/120
3599.77;0;40;1;1;0/3599.77;0/2414.41;0/3599.77;0/3599.77;0/17;0/23;0/17;0/26;0/0;0/1;0/0;0/40;0/0;0/121
3659.91;0;41;1;1;0/3659.91;0/2447.04;0/3659.91;0/3659.91;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/41;0/0;0/124
3719.6;0;41;1;1;0/3719.6;0/2505.09;0/3719.6;0/3719.6;0/17;0/23;0/17;0/24;0/0;0/1;0/0;0/41;0/0;0/124
3780;0;42;1;1;0/3780;0/2555.58;0/3780;0/3780;0/17;0/22;0/17;0/24;0/0;0/1;0/0;0/42;0/0;0/125
3839.62;0;43;1;1;0/3839.62;0/2595.6;0/3839.62;0/3839.62;0/17;0/21;0/17;0/23;0/0;0/1;0/0;0/43;0/0;0/127
3899.85;0;44;1;1;0/3899.85;0/2633.93;0/3899.85;0/3899.85;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/44;0/0;0/130
3959.84;0;44;1;1;0/3959.84;0/2647.77;0/3959.84;0/3959.84;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/44;0/0;0/134
4019.98;0;45;1;1;0/4019.98;0/2704.44;0/4019.98;0/4019.98;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/45;0/0;0/135
4079.8;0;45;1;1;0/4079.8;0/2748.12;0/4079.8;0/4079.8;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/45;0/0;0/136
4139.6;0;46;1;1;0/4139.6;0/2798;0/4139.6;0/4139.6;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/46;0/0;0/137
4199.82;0;47;1;1;0/4199.82;0/2848.25;0/4199.82;0/4199.82;0/17;0/19;0/17;0/21;0/0;0/1;0/0;0/47;0/0;0/138
4259.86;0;48;1;1;0/4259.86;0/2903.37;0/4259.86;0/4259.86;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/48;0/0;0/139
4319.97;0;48;1;1;0/4319.97;0/2906.25;0/4319.97;0/4319.97;0/17;0/19;0/17;0/21;0/0;0/1;0/0;0/48;0/0;0/145
4379.97;0;48;1;1;0/4379.97;0/2909.93;0/4379.97;0/4379.97;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/48;0/0;0/150
4439.64;0;48;1;1;0/4439.64;0/2969.6;0/4439.64;0/4439.64;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/48;0/0;0/150
4499.62;0;49;1;1;0/4499.62;0/3019.89;0/4499.62;0/4499.62;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/49;0/0;0/151
4559.96;0;50;1;1;0/4559.96;0/3070.31;0/4559.96;0/4559.96;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/50;0/0;0/152
4619.86;0;51;1;1;0/4619.86;0/3120.23;0/4619.86;0/4619.86;0/17;0/24;0/17;0/24;0/0;0/1;0/0;0/51;0/0;0/153
4679.77;0;52;1;1;0/4679.77;0/3173.63;0/4679.77;0/4679.77;0/17;0/20;0/17;0/23;0/0;0/1;0/0;0/52;0/0;0/154
4739.86;0;52;1;1;0/4739.86;0/3191.77;0/4739.86;0/4739.86;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/52;0/0;0/158
4799.66;0;52;1;1;0/4799.66;0/3251.57;0/4799.66;0/4799.66;0/17;0/20;0/17;0/22;0/0;0/1;0/0;0/52;0/0;0/158
4859.68;0;53;1;1;0/4859.68;0/3265.97;0/4859.68;0/4859.68;0/17;0/20;0/17;0/24;0/0;0/1;0/0;0/53;0/0;0/163
4919.78;0;53;1;1;0/4919.78;0/3268.97;0/4919.78;0/4919.78;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/53;0/0;0/169
4979.98;0;53;1;1;0/4979.98;0/3294.79;0/4979.98;0/4979.98;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/53;0/0;0/172
5039.77;0;54;1;1;0/5039.77;0/3332.15;0/5039.77;0/5039.77;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/54;0/0;0/175
5099.59;0;54;1;1;0/5099.59;0/3375.41;0/5099.59;0/5099.59;0/17;0/19;0/17;0/21;0/0;0/1;0/0;0/54;0/0;0/176
5159.65;0;55;1;1;0/5159.65;0/3396.49;0/5159.65;0/5159.65;0/17;0/20;0/17;0/20;0/0;0/1;0/0;0/55;0/0;0/180
5219.99;0;56;1;1;0/5219.99;0/3453.37;0/5219.99;0/5219.99;0/17;0/18;0/17;0/19;0/0;0/1;0/0;0/56;0/0;0/181
5279.89;0;56;1;1;0/5279.89;0/3456.25;0/5279.89;0/5279.89;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/56;0/0;0/187
5339.6;0;56;1;1;0/5339.6;0/3507.31;0/5339.6;0/5339.6;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/56;0/0;0/187
5399.91;0;57;1;1;0/5399.91;0/3528.86;0/5399.91;0/5399.91;0/17;0/17;0/17;0/18;0/0;0/1;0/0;0/57;0/0;0/191
5459.7;0;57;1;1;0/5459.7;0/3538.08;0/5459.7;0/5459.7;0/17;0/20;0/17;0/20;0/0;0/1;0/0;0/57;0/0;0/196
5519.77;0;58;1;1;0/5519.77;0/3590.38;0/5519.77;0/5519.77;0/17;0/18;0/17;0/19;0/0;0/1;0/0;0/58;0/0;0/197
5579.82;0;58;1;1;0/5579.82;0/3638.62;0/5579.82;0/5579.82;0/17;0/18;0/17;0/20;0/0;0/1;0/0;0/58;0/0;0/198
5639.63;0;59;1;1;0/5639.63;0/3678.71;0/5639.63;0/5639.63;0/17;0/18;0/17;0/19;0/0;0/1;0/0;0/59;0/0;0/200
5699.59;0;60;1;1;0/5699.59;0/3728.99;0/5699.59;0/5699.59;0/17;0/18;0/17;0/19;0/0;0/1;0/0;0/60;0/0;0/201
5759.71;0;61;1;1;0/5759.71;0/3779.5;0/5759.71;0/5759.71;0/17;0/18;0/17;0/20;0/0;0/1;0/0;0/61;0/0;0/202
5819.75;0;62;1;1;0/5819.75;0/3822.7;0/5819.75;0/5819.75;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/62;0/0;0/204
5879.98;0;63;1;1;0/5879.98;0/3878.07;0/5879.98;0/5879.98;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/63;0/0;0/205
5939.89;0;63;1;1;0/5939.89;0/3930.17;0/5939.89;0/5939.89;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/63;0/0;0/205
5999.77;0;64;1;1;0/5999.77;0/3980.08;0/5999.77;0/5999.77;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/64;0/0;0/206
6059.95;0;65;1;1;0/6059.95;0/4030.31;0/6059.95;0/6059.95;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/65;0/0;0/207
6119.72;0;66;1;1;0/6119.72;0/4087.03;0/6119.72;0/6119.72;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/66;0/0;0/208
6179.8;0;66;1;1;0/6179.8;0/4130.37;0/6179.8;0/6179.8;0/17;0/18;0/17;0/21;0/0;0/1;0/0;0/66;0/0;0/209
6239.64;0;67;1;1;0/6239.64;0/4150.69;0/6239.64;0/6239.64;0/17;0/20;0/17;0/20;0/0;0/1;0/0;0/67;0/0;0/213
6299.8;0;68;1;1;0/6299.8;0/4204.71;0/6299.8;0/6299.8;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/68;0/0;0/214
6359.71;0;68;1;1;0/6359.71;0/4261;0/6359.71;0/6359.71;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/68;0/0;0/214
6419.9;0;69;1;1;0/6419.9;0/4311.26;0/6419.9;0/6419.9;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/69;0/0;0/215
6479.59;0;70;1;1;0/6479.59;0/4361.04;0/6479.59;0/6479.59;0/17;0/21;0/17;0/23;0/0;0/1;0/0;0/70;0/0;0/216
6539.95;0;71;1;1;0/6539.95;0/4420.99;0/6539.95;0/6539.95;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/71;0/0;0/217
6599.62;0;71;1;1;0/6599.62;0/4461.28;0/6599.62;0/6599.62;0/17;0/20;0/17;0/22;0/0;0/1;0/0;0/71;0/0;0/218
6659.7;0;72;1;1;0/6659.7;0/4501.57;0/6659.7;0/6659.7;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/72;0/0;0/221
6719.94;0;72;1;1;0/6719.94;0/4542.62;0/6719.94;0/6719.94;0/17;0/19;0/17;0/21;0/0;0/1;0/0;0/72;0/0;0/222
6779.71;0;73;1;1;0/6779.71;0/4582.72;0/6779.71;0/6779.71;0/17;0/20;0/17;0/20;0/0;0/1;0/0;0/73;0/0;0/224
6840;0;74;1;1;0/6840;0/4633.1;0/6840;0/6840;0/17;0/20;0/17;0/20;0/0;0/1;0/0;0/74;0/0;0/225
6899.59;0;75;1;1;0/6899.59;0/4682.77;0/6899.59;0/6899.59;0/17;0/20;0/17;0/20;0/0;0/1;0/0;0/75;0/0;0/226
6959.69;0;76;1;1;0/6959.69;0/4726.99;0/6959.69;0/6959.69;0/17;0/18;0/17;0/19;0/0;0/1;0/0;0/76;0/0;0/228
7019.64;0;76;1;1;0/7019.64;0/4773.53;0/7019.64;0/7019.64;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/76;0/0;0/229
7079.86;0;77;1;1;0/7079.86;0/4823.84;0/7079.86;0/7079.86;0/17;0/19;0/17;0/22;0/0;0/1;0/0;0/77;0/0;0/230
7139.73;0;78;1;1;0/7139.73;0/4865.65;0/7139.73;0/7139.73;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/78;0/0;0/232
7199.95;0;78;1;1;0/7199.95;0/4885.11;0/7199.95;0/7199.95;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/78;0/0;0/236
7259.83;0;79;1;1;0/7259.83;0/4935.28;0/7259.83;0/7259.83;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/79;0/0;0/237
7319.83;0;80;1;1;0/7319.83;0/4990.83;0/7319.83;0/7319.83;0/17;0/20;0/17;0/20;0/0;0/1;0/0;0/80;0/0;0/238
7379.59;0;80;1;1;0/7379.59;0/5045.24;0/7379.59;0/7379.59;0/17;0/20;0/17;0/22;0/0;0/1;0/0;0/80;0/0;0/238
7439.67;0;81;1;1;0/7439.67;0/5085.72;0/7439.67;0/7439.67;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/81;0/0;0/240
7499.75;0;82;1;1;0/7499.75;0/5136.03;0/7499.75;0/7499.75;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/82;0/0;0/241
7559.71;0;83;1;1;0/7559.71;0/5181.85;0/7559.71;0/7559.71;0/17;0/20;0/17;0/20;0/0;0/1;0/0;0/83;0/0;0/243
7619.79;0;83;1;1;0/7619.79;0/5236.46;0/7619.79;0/7619.79;0/17;0/19;0/17;0/20;0/0;0/1;0/0;0/83;0/0;0/243
7679.73;0;84;1;1;0/7679.73;0/5286.49;0/7679.73;0/7679.73;0/17;0/18;0/17;0/20;0/0;0/1;0/0;0/84;0/0;0/244
7739.97;0;85;1;1;0/7739.97;0/5327.12;0/7739.97;0/7739.97;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/85;0/0;0/246
7799.86;0;86;1;1;0/7799.86;0/5377.09;0/7799.86;0/7799.86;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/86;0/0;0/247
7859.96;0;87;1;1;0/7859.96;0/5432.75;0/7859.96;0/7859.96;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/87;0/0;0/248
7919.72;0;87;1;1;0/7919.72;0/5487.29;0/7919.72;0/7919.72;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/87;0/0;0/248
7979.83;0;88;1;1;0/7979.83;0/5537.57;0/7979.83;0/7979.83;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/88;0/0;0/249
8039.93;0;89;1;1;0/8039.93;0/5587.74;0/8039.93;0/8039.93;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/89;0/0;0/250
8099.79;0;90;1;1;0/8099.79;0/5637.78;0/8099.79;0/8099.79;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/90;0/0;0/251
8159.7;0;91;1;1;0/8159.7;0/5686.98;0/8159.7;0/8159.7;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/91;0/0;0/253
8219.59;0;91;1;1;0/8219.59;0/5708.17;0/8219.59;0/8219.59;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/91;0/0;0/256
8279.81;0;92;1;1;0/8279.81;0/5758.47;0/8279.81;0/8279.81;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/92;0/0;0/257
8339.6;0;93;1;1;0/8339.6;0/5798.48;0/8339.6;0/8339.6;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/93;0/0;0/259
8399.65;0;94;1;1;0/8399.65;0/5851.98;0/8399.65;0/8399.65;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/94;0/0;0/260
8459.89;0;94;1;1;0/8459.89;0/5909.18;0/8459.89;0/8459.89;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/94;0/0;0/260
8519.79;0;95;1;1;0/8519.79;0/5959.16;0/8519.79;0/8519.79;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/95;0/0;0/261
8579.72;0;96;1;1;0/8579.72;0/6009.51;0/8579.72;0/8579.72;0/17;0/22;0/17;0/23;0/0;0/1;0/0;0/96;0/0;0/262
8639.72;0;97;1;1;0/8639.72;0/6059.68;0/8639.72;0/8639.72;0/17;0/23;0/17;0/23;0/0;0/1;0/0;0/97;0/0;0/263
8699.71;0;98;1;1;0/8699.71;0/6109.76;0/8699.71;0/8699.71;0/17;0/24;0/17;0/24;0/0;0/1;0/0;0/98;0/0;0/264
8759.59;0;99;1;1;0/8759.59;0/6165.55;0/8759.59;0/8759.59;0/17;0/21;0/17;0/23;0/0;0/1;0/0;0/99;0/0;0/265
8819.73;0;99;1;1;0/8819.73;0/6200.08;0/8819.73;0/8819.73;0/17;0/19;0/17;0/21;0/0;0/1;0/0;0/99;0/0;0/267
8879.78;0;100;1;1;0/8879.78;0/6240.35;0/8879.78;0/8879.78;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/100;0/0;0/269
8939.69;0;100;1;1;0/8939.69;0/6300.26;0/8939.69;0/8939.69;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/100;0/0;0/269
8999.84;0;101;1;1;0/8999.84;0/6350.6;0/8999.84;0/8999.84;0/17;0/20;0/17;0/22;0/0;0/1;0/0;0/101;0/0;0/270
9059.83;0;102;1;1;0/9059.83;0/6404.82;0/9059.83;0/9059.83;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/102;0/0;0/271
9119.93;0;102;1;1;0/9119.93;0/6451.08;0/9119.93;0/9119.93;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/102;0/0;0/272
9179.79;0;103;1;1;0/9179.79;0/6501.26;0/9179.79;0/9179.79;0/17;0/22;0/17;0/22;0/0;0/1;0/0;0/103;0/0;0/273
9239.93;0;104;1;1;0/9239.93;0/6551.49;0/9239.93;0/9239.93;0/17;0/21;0/17;0/21;0/0;0/1;0/0;0/104;0/0;0/274
9299.7;0;105;1;1;0/9299.7;0/6600.73;0/9299.7;0/9299.7;0/17;0/21;0/17;0/22;0/0;0/1;0/0;0/105;0/0;0/276
9359.7;0;105;1;1;0/9359.7;0/6641.96;0/9359.7;0/9359.7;0/17;0/18;0/17;0/21;0/0;0/1;0/0;0/105;0/0;0/277
9419.7;0;106;1;1;0/9419.7;0/6675.74;0/9419.7;0/9419.7;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/106;0/0;0/280
9479.83;0;107;1;1;0/9479.83;0/6723.34;0/9479.83;0/9479.83;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/107;0/0;0/281
9539.81;0;108;1;1;0/9539.81;0/6782.74;0/9539.81;0/9539.81;0/17;0/17;0/17;0/19;0/0;0/1;0/0;0/108;0/0;0/282
9599.91;0;108;1;1;0/9599.91;0/6813.6;0/9599.91;0/9599.91;0/17;0/18;0/17;0/19;0/0;0/1;0/0;0/108;0/0;0/284
9659.97;0;109;1;1;0/9659.97;0/6863.74;0/9659.97;0/9659.97;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/109;0/0;0/285
9719.94;0;110;1;1;0/9719.94;0/6903.93;0/9719.94;0/9719.94;0/17;0/19;0/17;0/19;0/0;0/1;0/0;0/110;0/0;0/287
9779.65;0;111;1;1;0/9779.65;0/6961.54;0/9779.65;0/9779.65;0/17;0/17;0/17;0/18;0/0;0/1;0/0;0/111;0/0;0/288
9839.9;0;111;1;1;0/9839.9;0/7004.28;0/9839.9;0/9839.9;0/17;0/18;0/17;0/20;0/0;0/1;0/0;0/111;0/0;0/289
9899.96;0;112;1;1;0/9899.96;0/7021.86;0/9899.96;0/9899.96;0/17;0/18;0/17;0/18;0/0;0/1;0/0;0/112;0/0;0/294
9959.86;0;112;1;1;0/9959.86;0/7075.05;0/9959.86;0/9959.86;0/17;0/18;0/17;0/20;0/0;0/1;0/0;0/112;0/0;0/294
10019.81;0;113;1;1;0/10019.81;0/7115.43;0/10019.81;0/10019.81;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/113;0/0;0/296
10079.75;0;114;1;1;0/10079.75;0/7165.44;0/10079.75;0/10079.75;0/17;0/20;0/17;0/21;0/0;0/1;0/0;0/114;0/0;0/297
